Modelo,Precisión Test (%),Train Acc Final (%),Val Acc Final (%),Train Loss Final,Val Loss Final
CNN desde cero,98.15078236130867,99.11000355998576,98.14814814814815,0.029529478333105628,0.07418429412857884
ResNet18 (Fine-tuning),89.61593172119488,89.64044143823425,88.46153846153847,0.28213848038153216,0.2973983054133979
